"Site URL","Title","Item Count","Last Modified Date","Comments"
"http://connect2.willis.com/app/CRMANZ","CRMANZ",,,"List Not Exist"
"http://connect2.willis.com/app/CRMANZ/cli004962","- (CLI004962)","0","6/10/2014 7:59:33 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2convenientstorecoburgcli003107","$2 Convenient Store Coburg (CLI003107)","0","5/14/2020 4:33:52 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/newbusinesscli007823","(new business) (CLI007823)","0","9/8/2014 7:45:33 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/ajcfplcli003599","*AJ & CF P/L (CLI003599)","0","5/2/2014 8:07:35 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/arvensystechnologiescli010919","*ARVENSYS TECHNOLOGIES (CLI010919)","0","12/29/2014 11:36:43 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/blueanchoragecli006211","*BLUE ANCHORAGE (CLI006211)","0","7/15/2014 6:45:36 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/daviesapiariescli003636","*DAVIES APIARIES (CLI003636)","0","5/5/2014 4:27:34 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/equitygrowthfundpltasthepartyshopcli017313","*Equity growth fund P/L t/as The Party Shop (CLI017313)","0","7/29/2015 2:43:42 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/mattnergroupwmelectricalcli007040","*MATTNER GROUP - WM Electrical (CLI007040)","0","8/12/2014 12:23:37 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/tanviinternationalptyltdcli005513","*TANVI INTERNATIONAL PTY LTD (CLI005513)","0","6/25/2014 4:39:35 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/tasteofeuropeplumptoncli011047","*TASTE OF EUROPE PLUMPTON (CLI011047)","0","1/7/2015 4:19:35 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/tasteofeuropeplumptoncli011058","*TASTE OF EUROPE PLUMPTON (CLI011058)","1","1/12/2015 10:38:01 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/tbastreakybaykioskcli014594","*TBA Streaky Bay Kiosk (CLI014594)","0","4/27/2015 2:38:43 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/cli008806",".. (CLI008806)","0","10/15/2014 2:42:34 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/elitetherapiescli006738","@ elite therapies (CLI006738)","2","8/19/2014 2:12:05 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1plus2bookkeepingptyltdcli014547","1 PLUS 2 BOOKKEEPING PTY LTD (CLI014547)","0","5/14/2020 3:34:21 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1plusptyltdcli009105","1 PLUS PTY LTD (CLI009105)","0","5/14/2020 3:37:24 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1stop4beautycli011669","1 STOP 4 BEAUTY (CLI011669)","0","5/14/2020 3:40:38 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1twok4cpptyltdcli015896","1 two k 4 cp pty ltd (CLI015896)","0","5/14/2020 3:42:42 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1twoka4kptyltdcli004646","1 Two Ka 4 K Pty Ltd (CLI004646)","0","5/14/2020 3:48:12 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1zonecli007204","1 Zone (CLI007204)","0","5/14/2020 3:51:14 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/10starenterpriseplcli016074","10 STAR ENTERPRISE P/L (CLI016074)","0","5/19/2020 7:11:21 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/101ntptyltdcli001076","101 Nt Pty Ltd (CLI001076)","0","5/20/2020 1:50:25 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/11bravoptyltdcli011528","11 Bravo Pty Ltd (CLI011528)","0","5/14/2020 2:55:01 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/110carpentryptyltdcli018474","110 CARPENTRY PTY LTD (CLI018474)","1","5/19/2020 6:39:16 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/12apostlesinncli015744","12 Apostles Inn (CLI015744)","0","5/14/2020 2:58:39 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/127dayscli001700","127 Days (CLI001700)","8","4/23/2015 11:41:29 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/140cothamroadptyltdcli011715","140 Cotham Road Pty Ltd (CLI011715)","4","1/29/2015 4:37:04 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1440productionsplcli012230","1440 PRODUCTIONS P/L (CLI012230)","0","5/14/2020 3:10:33 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/16baysptyldtcli003687","16 BAYS PTY LDT (CLI003687)","0","5/14/2020 3:19:14 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1618holdingptyltdcli014891","1618 Holding Pty Ltd (CLI014891)","1","5/11/2015 7:17:04 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/168woywoyptyltdcli009175","168 Woy Woy Pty Ltd (CLI009175)","0","5/14/2020 3:15:25 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/18northcotestreetptyltdcli018558","18 Northcote Street Pty Ltd (CLI018558)","0","5/14/2020 3:31:15 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/18northcotestreetptyltdacn605909457initsowncapacityandastrusteeforthe18northcotestreettrustcli018494","18 Northcote Street Pty Ltd A.C.N. 605909457 in its own capacity and as trustee for the 18 Northcote Street Trust (CLI018494)","0","5/14/2020 3:22:22 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/18northcotestreetptyltdacn605909457initsowncapacityandastrusteeforthe18northcotestreettrustcli018540","18 Northcote Street Pty Ltd A.C.N. 605909457 in its own capacity and as trustee for the 18 Northcote Street Trust (CLI018540)","0","5/14/2020 3:24:20 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/18northcotestreetptyltdacn605909457initsowncapacityandastrusteeforthe18northcotestreettrustcli018552","18 Northcote Street Pty Ltd A.C.N. 605909457 in its own capacity and as trustee for the 18 Northcote Street Trust (CLI018552)","0","5/14/2020 3:28:35 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1stchoiceepresscli004478","1st Choice Epress (CLI004478)","1","6/11/2014 8:26:38 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/1stclasshydrobathingcli010789","1st Class Hydrobathing (CLI010789)","5","1/16/2015 1:44:34 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2beansinapotcli001783","2 Beans In A Pot (CLI001783)","0","5/14/2020 4:28:10 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2dollarsuperstoreptycli009276","2 Dollar Superstore Pty (CLI009276)","1","11/2/2014 10:22:59 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2pscli005085","2 PS (CLI005085)","0","5/14/2020 4:43:49 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2typesconstructionsplcli019050","2 TYPES CONSTRUCTIONS P/L (CLI019050)","0","5/14/2020 4:49:42 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/218tradingcli012313","218 Trading (CLI012313)","1","2/16/2015 5:27:03 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/23investmentsptyltdcli000904","23 Investments Pty Ltd (CLI000904)","0","5/14/2020 3:53:48 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/247concretingptylimitedcli006308","24/7 Concreting Pty Limited (CLI006308)","0","5/14/2020 3:57:11 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/24hrcctvsecuritycli003857","24HR CC TV Security (CLI003857)","0","5/14/2020 3:59:59 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/24uptyltdcli000700","24U PTY LTD (CLI000700)","0","5/14/2020 4:03:28 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/25sptyltdcli013817","25'S PTY LTD (CLI013817)","0","5/14/2020 4:06:59 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/27graamsptyltdcli004701","27 GRAAMS PTY LTD (CLI004701)","0","5/14/2020 4:09:47 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/27thbusstopplcli016821","27th bus stop p/l (CLI016821)","0","5/14/2020 4:12:54 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/283ptyltdcli016742","283 PTY LTD (CLI016742)","0","5/14/2020 4:15:49 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/287exhibitionstptyltdatfchowcitycli011403","287 Exhibition St Pty Ltd ATF Chow City (CLI011403)","0","5/14/2020 4:21:29 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/29milancli005334","29 Milan (CLI005334)","0","5/14/2020 4:24:53 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2bkidscli006798","2Bkids (CLI006798)","0","5/14/2020 4:31:00 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2dliteptyltdatf2dlitefamilytrustcli001304","2DLITE PTY LTD ATF 2DLITE FAMILY TRUST (CLI001304)","0","5/14/2020 4:37:07 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2dye4cli016394","2Dye4 (CLI016394)","0","5/14/2020 4:40:08 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/2rgroupptyltdcli003413","2R GROUP PTY LTD (CLI003413)","0","5/14/2020 4:46:54 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3acesenterprisescli017945","3 Aces Enterprises (CLI017945)","3","9/7/2015 12:04:39 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3lilmonstersandapizzatruckcli009024","3 'LIL' MONSTERS AND A PIZZA TRUCK (CLI009024)","0","5/14/2020 5:32:26 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3logixplcli018982","3 LOGIX P/L (CLI018982)","6","11/2/2015 6:00:06 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3mcafecli008397","3 M Cafe (CLI008397)","1","10/1/2014 4:23:02 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3peaspropertystylingptyltdcli002707","3 Peas Property Styling Pty Ltd (CLI002707)","0","5/14/2020 5:35:20 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3sixfiveptyltdcli013915","3 Six Five Pty Ltd (CLI013915)","1","4/7/2015 4:06:28 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3ttransportptyltdcli017155","3 T Transport Pty Ltd (CLI017155)","1","7/27/2015 12:24:33 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3064docsplcli010480","3064 DOC'S P/L (CLI010480)","0","5/14/2020 4:53:44 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/31subzerodelightsptyltdcli009813","31SubZeroDelights Pty Ltd (CLI009813)","0","5/14/2020 4:57:33 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/333cateringmanagementptyltdcli016570","333 CATERING MANAGEMENT PTY LTD (CLI016570)","0","5/14/2020 5:00:45 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/360logisticsptyltdcli005142","360 Logistics Pty Ltd (CLI005142)","0","5/14/2020 5:03:58 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/365testandtagptyltdcli016631","365 Test and Tag Pty Ltd (CLI016631)","0","5/14/2020 5:07:14 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3693ptyltdtasremoscli003426","3693 Pty Ltd T/as Remos (CLI003426)","0","5/14/2020 5:09:55 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3718greatnorthernroadptyltdcli002241","3718 Great Northern Road Pty Ltd (CLI002241)","0","5/14/2020 5:13:01 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/383designhomesadditionsptyltdcli014654","383 DESIGN HOMES & ADDITIONS PTY LTD (CLI014654)","0","5/14/2020 5:15:39 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/387tradingptyltdtradingasbathurstprojectmanagementservicescli016919","387 Trading Pty Ltd trading as Bathurst Project Management Services (CLI016919)","0","5/14/2020 5:18:50 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/39ptyltdcli016799","39 pty ltd (CLI016799)","0","5/14/2020 5:26:26 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/390651297cli005362","390651297 (CLI005362)","0","5/14/2020 5:22:09 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3dnailscli002932","3D NAILS (CLI002932)","8","4/23/2015 5:02:06 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3dfinsptyltdcli014070","3DFINS PTY LTD (CLI014070)","0","5/14/2020 5:29:17 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3ktechnologiesptyltdcli013081","3K TECHNOLOGIES PTY LTD (CLI013081)","7","3/11/2015 1:32:09 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/3tincinerationsystemscli010817","3T INCINERATION SYSTEMS (CLI010817)","1","3/22/2015 10:22:57 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4bastransportptyltdcli011577","4 Ba's Transport Pty Ltd (CLI011577)","0","5/14/2020 5:58:26 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4menandaladytasfergusonplarrehawthorncli004628","4 Men and a Lady T/AS Ferguson Plarre Hawthorn (CLI004628)","8","6/17/2015 4:20:09 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4sevenzeroptyltdcli017102","4 Seven Zero Pty Ltd (CLI017102)","0","5/14/2020 6:14:18 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4x2plcli016141","4 X 2 P/L (CLI016141)","0","5/14/2020 6:20:12 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/40thievesplcli011256","40 THIEVES P/L (CLI011256)","2","4/30/2015 1:44:25 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4018359911cli001063","4018359911 (CLI001063)","0","5/14/2020 5:38:43 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4018918932cli007224","4018918932 (CLI007224)","0","5/14/2020 5:41:25 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4020341816cli006866","4020341816 (CLI006866)","0","5/14/2020 5:44:32 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4022583648cli003070","4022583648 (CLI003070)","0","5/14/2020 5:46:24 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4022606834cli003933","4022606834 (CLI003933)","1","5/15/2014 10:00:59 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4022672600cli000637","4022672600 (CLI000637)","0","5/14/2020 5:49:26 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4024368229cli018556","4024368229 (CLI018556)","0","5/14/2020 5:52:16 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4dcontrolsptyltdcli013399","4D Controls Pty Ltd (CLI013399)","0","5/14/2020 6:01:34 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4everinvestmentscli009358","4Ever Investments (CLI009358)","6","3/24/2015 11:48:20 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4mindustrialptyltdcli011668","4M INDUSTRIAL PTY LTD (CLI011668)","0","5/14/2020 6:05:19 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4mmechanicalptyltdcli015875","4M MECHANICAL PTY LTD (CLI015875)","0","5/14/2020 6:07:38 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4pawspetcarecli015666","4Paws Pet Care (CLI015666)","0","5/14/2020 6:10:32 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/4thseedcli017721","4th Seed (CLI017721)","0","5/14/2020 6:17:10 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/5elementsdesignmediacli007141","5 Elements Design & Media (CLI007141)","0","5/14/2020 6:35:38 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/5elementsmassageptylimitedcli005708","5 Elements Massage Pty Limited (CLI005708)","1","7/1/2014 1:51:13 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/5spiceindiancuisineptylimitedtas5spicecli004242","5 SPICE INDIAN CUISINE PTY LIMITED T/AS 5 SPICE (CLI004242)","1","5/21/2014 1:49:10 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/525stirlinghighwaycottesloepropertysyndicatecli006393","525 Stirling Highway Cottesloe Property Syndicate (CLI006393)","0","5/14/2020 6:23:28 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/537elizabethptyltdcli004550","537 Elizabeth Pty Ltd (CLI004550)","0","5/14/2020 6:26:17 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/54grenfellptyltdcli018764","54 Grenfell Pty Ltd (CLI018764)","0","5/14/2020 6:31:29 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/5mindustiesptyltdcli013247","5M industies Pty Ltd (CLI013247)","0","5/14/2020 6:38:11 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/5thavecafeptyltdcli006380","5TH AVE CAFE PTY LTD (CLI006380)","0","5/14/2020 6:41:14 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/5thavenuecafeptyltdcli018323","5th Avenue Cafe Pty Ltd (CLI018323)","0","5/14/2020 6:43:53 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/68968969cli004582","68968969 (CLI004582)","0","5/14/2020 6:46:12 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/7figurescli005452","7 FIGURES (CLI005452)","0","5/14/2020 6:58:53 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/7seaspltasonestopconveniencestoreandmixedasiangroceriescli010285","7 Seas P/L t/as One Stop Convenience Store and Mixed Asian Groceries (CLI010285)","4","12/11/2014 5:50:20 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/7starbpbrunswickplcli004805","7 STAR BP BRUNSWICK P/L (CLI004805)","0","6/5/2014 3:49:57 AM","List Exist"
"http://connect2.willis.com/app/CRMANZ/70ptyltdcli016800","70 pty ltd (CLI016800)","0","5/14/2020 6:49:53 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/78cecilstptyltdcli018189","78 CECIL ST PTY LTD (CLI018189)","0","5/14/2020 6:55:39 PM","List Exist"
"http://connect2.willis.com/app/CRMANZ/786holdingsptyltdcli010273","786 HOLDINGS PTY LTD (CLI010273)","1","12/9/2014 12:55:00 AM","List Exist"
